Year,Type,Authors,Publication,Volume,Pages,ISSN,Title,Impreso,PDF,Group,DOI,Type II,Proyect ID,Institution Authors,Colciencias Clasification,Impact Factor,Proyecto,NPages,First_UdeA_Author,Año,Tipo,Autor(es),Artículo,Vol.,pág.,Revista,Grupo,Clasificación Colciencias,Factor de Impacto,Area,Cites,Simple,Estudiantes
2003,Internacional,"Mira, Jesús M; Ponce, William A; Restrepo, Diego A; Sánchez, Luis A; ",Physical Review D,67,75002.0,1550-7998,Supersymmetric one-family model without Higgsinos,,,GFIF: Grupo de Fenomenología de Interacciones Fundamentales,10.1103/PhysRevD.67.075002,,,Ponce Gutiérrez William Alberto,A1,"5,05",,-1.0,Ponce Gutiérrez William Alberto,2003,Internacional,"Mira, Jesús M; Ponce, William A; Restrepo, Diego A; Sánchez, Luis A; ",Supersymmetric one-family model without Higgsinos,67,75002.0,Physical Review D,GFIF: Grupo de Fenomenología de Interacciones Fundamentales,A1,"5,05",Teórica,4,supersymmetriconefamilymodelwithouthiggsinos,Desconocido
1988,Internacional,"Ponce, WA; Zepeda, A; ",Zeitschrift für Physik C,39,377.0,0170-9739,SU (7) Electroweak unification,,,GFIF: Grupo de Fenomenología de Interacciones Fundamentales,10.1007/BF01548288,,,Ponce Gutiérrez William Alberto,C,"-1,0",,4.0,Ponce Gutiérrez William Alberto,1988,Internacional,"Ponce, WA; Zepeda, A; ",SU (7) Electroweak unification,39,377.0,Zeitschrift für Physik C,GFIF: Grupo de Fenomenología de Interacciones Fundamentales,C,"-1,0",Teórica,2,su7electroweakunification,Desconocido
2011,Internacional,"Ponce, William A; Benavides, Richard H; ",European Physical Journal C,71,1641.0,1434-6044,Texture zeros for the Standard Model quark mass matrices,,,GFIF: Grupo de Fenomenología de Interacciones Fundamentales,10.1140/epjc/s10052-011-1641-2,,,Ponce Gutiérrez William Alberto,A1,"3,248",,-1.0,Ponce Gutiérrez William Alberto,2011,Internacional,"Ponce, William A; Benavides, Richard H; ",Texture zeros for the Standard Model quark mass matrices,71,1641.0,European Physical Journal C,GFIF: Grupo de Fenomenología de Interacciones Fundamentales,A1,"3,248",Teórica,9,texturezerosforthestandardmodelquarkmassmatrices,Richard H. Benavides Palacios
2004,Nacional,"Ponce, William A; ","Revista de la Academia Colombiana de Ciencias Exactas, Físicas y Naturales",28,363.0,0370-3908,EL PRINCIPIO DE MAUPERTUIS. UN ENSAYO PARA UNA ACADEMIA,,,GFIF: Grupo de Fenomenología de Interacciones Fundamentales,Not DOI,,,Ponce Gutiérrez William Alberto,A2,"-1,0",,7.0,Ponce Gutiérrez William Alberto,2004,Nacional,"Ponce, William A; ",EL PRINCIPIO DE MAUPERTUIS. UN ENSAYO PARA UNA ACADEMIA,28,363.0,"Revista de la Academia Colombiana de Ciencias Exactas, Físicas y Naturales",GFIF: Grupo de Fenomenología de Interacciones Fundamentales,A2,"-1,0",Teórica,0,elprincipiodemaupertuisunensayoparaunaacademia,Desconocido
2010,Internacional,"Benavides, Richard H; Ponce, William A; Giraldo, Yithsbey; ",Physical Review D,82,13004.0,1550-7998,S U (3) c⊗ S U (3) L⊗ U (1) X models with four families,,,GFIF: Grupo de Fenomenología de Interacciones Fundamentales,10.1103/physrevd.82.013004,,,Ponce Gutiérrez William Alberto,A1,"4,922",,-1.0,Ponce Gutiérrez William Alberto,2010,Internacional,"Benavides, Richard H; Ponce, William A; Giraldo, Yithsbey; ",S U (3) c⊗ S U (3) L⊗ U (1) X models with four families,82,13004.0,Physical Review D,GFIF: Grupo de Fenomenología de Interacciones Fundamentales,A1,"4,922",Teórica,0,su3csu3lu1xmodelswithfourfamilies,Richard H. Benavides Palacios; Yithsbey Giraldo Usuga
1998,Internacional,"Cotti, Umberto; Gaitan, Ricardo; Hernandez-Galeana, A; Ponce, William A; Zepeda, Arnulfo; ",International Journal of Modern Physics A,13,5557.0,0217-751X,Lepton mass generation and family number violation mechanism in the SU (6) L⊗ U (1) Y model,,,GFIF: Grupo de Fenomenología de Interacciones Fundamentales,Not DOI,,,Ponce Gutiérrez William Alberto,A1,"0,982",,16.0,Ponce Gutiérrez William Alberto,1998,Internacional,"Cotti, Umberto; Gaitan, Ricardo; Hernandez-Galeana, A; Ponce, William A; Zepeda, Arnulfo; ",Lepton mass generation and family number violation mechanism in the SU (6) L⊗ U (1) Y model,13,5557.0,International Journal of Modern Physics A,GFIF: Grupo de Fenomenología de Interacciones Fundamentales,A1,"0,982",Teórica,2,leptonmassgenerationandfamilynumberviolationmechanisminthesu6lu1ymodel,Desconocido
2006,Internacional,"Ponce, William A; Sánchez, Luis A; ",Journal of High Energy Physics,1,208.0,1126-6708,A Supersymmetric Three-Family Model Without Higgsinos,,,GFIF: Grupo de Fenomenología de Interacciones Fundamentales,Not DOI,,,Ponce Gutiérrez William Alberto,A1,"5,375",,4.0,Ponce Gutiérrez William Alberto,2006,Internacional,"Ponce, William A; Sánchez, Luis A; ",A Supersymmetric Three-Family Model Without Higgsinos,1,208.0,Journal of High Energy Physics,GFIF: Grupo de Fenomenología de Interacciones Fundamentales,A1,"5,375",Teórica,0,asupersymmetricthreefamilymodelwithouthiggsinos,Desconocido
2009,Nacional,"Herrera, JA; Benavides, RH; Ponce, WA; ",Revista Colombiana de Física,41,,0120-2650,Un Modelo 331 sin Universalidad Leptonica.,,,GFIF: Grupo de Fenomenología de Interacciones Fundamentales,Not DOI,,,Ponce Gutiérrez William Alberto,B,"-1,0",,,Ponce Gutiérrez William Alberto,2009,Nacional,"Herrera, JA; Benavides, RH; Ponce, WA; ",Un Modelo 331 sin Universalidad Leptonica.,41,,Revista Colombiana de Física,GFIF: Grupo de Fenomenología de Interacciones Fundamentales,B,"-1,0",Teórica,0,unmodelo331sinuniversalidadleptonica,Johana Alexandra Herrera Ruales ; Richard H. Benavides Palacios
2001,Internacional,"Garcia, E; Hernández-Galeana, A; Jaramillo, D; Ponce, WA; Zepeda, A; ",Particles and Fields,562,285.0,1434-6052,Radiative quark mass matrix generation in a model with a U (1) X symmetry,,,GFIF: Grupo de Fenomenología de Interacciones Fundamentales,Not DOI,,,Ponce Gutiérrez William Alberto,C,"3,248",,5.0,Ponce Gutiérrez William Alberto,2001,Internacional,"Garcia, E; Hernández-Galeana, A; Jaramillo, D; Ponce, WA; Zepeda, A; ",Radiative quark mass matrix generation in a model with a U (1) X symmetry,562,285.0,Particles and Fields,GFIF: Grupo de Fenomenología de Interacciones Fundamentales,C,"3,248",Teórica,0,radiativequarkmassmatrixgenerationinamodelwithau1xsymmetry,Desconocido
2003,Internacional,"Flórez, Juán B; Ponce, William A; Sánchez, Luis A; ",PARTICLES AND FIELDS: Tenth Mexican School on Particles and Fields,670,323.0,0000-0000,Fermion Mass Matrices for a 3‐3‐1 Model,,,GFIF: Grupo de Fenomenología de Interacciones Fundamentales,Not DOI,,,Ponce Gutiérrez William Alberto,00,"-1,0",,6.0,Ponce Gutiérrez William Alberto,2003,Internacional,"Flórez, Juán B; Ponce, William A; Sánchez, Luis A; ",Fermion Mass Matrices for a 3‐3‐1 Model,670,323.0,PARTICLES AND FIELDS: Tenth Mexican School on Particles and Fields,GFIF: Grupo de Fenomenología de Interacciones Fundamentales,00,"-1,0",Teórica,1,fermionmassmatricesfora331model,Desconocido
2000,Internacional,"Ponce, William A; ",Particles and Fields,531,332.0,1434-6052,Horizontal interactions and gauge theories,,,GFIF: Grupo de Fenomenología de Interacciones Fundamentales,10.1063/1.1315059,,,Ponce Gutiérrez William Alberto,C,"3,248",,5.0,Ponce Gutiérrez William Alberto,2000,Internacional,"Ponce, William A; ",Horizontal interactions and gauge theories,531,332.0,Particles and Fields,GFIF: Grupo de Fenomenología de Interacciones Fundamentales,C,"3,248",Teórica,0,horizontalinteractionsandgaugetheories,Desconocido
2011,Internacional,"Giraldo, Yithsbey; Ponce, William A; ",European Physical Journal C,71,1693.0,1434-6044,Scalar potential without cubic term in 3-3-1 models without exotic electric charges,,,GFIF: Grupo de Fenomenología de Interacciones Fundamentales,10.1140/epjc/s10052-011-1693-3,,,Ponce Gutiérrez William Alberto,A1,"3,248",,-1.0,Ponce Gutiérrez William Alberto,2011,Internacional,"Giraldo, Yithsbey; Ponce, William A; ",Scalar potential without cubic term in 3-3-1 models without exotic electric charges,71,1693.0,European Physical Journal C,GFIF: Grupo de Fenomenología de Interacciones Fundamentales,A1,"3,248",Teórica,4,scalarpotentialwithoutcubictermin331modelswithoutexoticelectriccharges,Desconocido
1999,Internacional,"Pérez-Lorenzana, Abdel; Ponce, William A; Zepeda, Arnulfo; ",The eighth mexican school on particles and fields,490,413.0,0000-0000,SUSY string-GUTs,,,GFIF: Grupo de Fenomenología de Interacciones Fundamentales,10.1063/1.1301412,,,Ponce Gutiérrez William Alberto,00,"-1,0",,5.0,Ponce Gutiérrez William Alberto,1999,Internacional,"Pérez-Lorenzana, Abdel; Ponce, William A; Zepeda, Arnulfo; ",SUSY string-GUTs,490,413.0,The eighth mexican school on particles and fields,GFIF: Grupo de Fenomenología de Interacciones Fundamentales,00,"-1,0",Teórica,0,susystringguts,Desconocido
1980,Internacional,"Ponce, WA; ",Physical Review D,22,,1550-7998,Quark diagrams and the. cap omega./sup-/nonleptonic decays,,,GFIF: Grupo de Fenomenología de Interacciones Fundamentales,Not DOI,,,Ponce Gutiérrez William Alberto,A1,"5,05",,,Ponce Gutiérrez William Alberto,1980,Internacional,"Ponce, WA; ",Quark diagrams and the. cap omega./sup-/nonleptonic decays,22,,Physical Review D,GFIF: Grupo de Fenomenología de Interacciones Fundamentales,A1,"5,05",Teórica,0,quarkdiagramsandthecapomegasupnonleptonicdecays,Desconocido
1996,Internacional,"Ponce, William A; Zepeda, Arnulfo; ",Yukawa couplings and the origins of mass,2,261.0,0000-0000,FERMION MASSES IN SOME MODELS WITH HORIZONTAL SYMMETRIES1,,,GFIF: Grupo de Fenomenología de Interacciones Fundamentales,Not DOI,,,Ponce Gutiérrez William Alberto,00,"-1,0",,-1.0,Ponce Gutiérrez William Alberto,1996,Internacional,"Ponce, William A; Zepeda, Arnulfo; ",FERMION MASSES IN SOME MODELS WITH HORIZONTAL SYMMETRIES1,2,261.0,Yukawa couplings and the origins of mass,GFIF: Grupo de Fenomenología de Interacciones Fundamentales,00,"-1,0",Teórica,0,fermionmassesinsomemodelswithhorizontalsymmetries1,Desconocido
2006,Internacional,"Barrera, John Fredy; Henao, Rodrigo; Tebaldi, Myrian; Torroba, Roberto; Bolognini, Néstor; ",Optics Communications,261,29.0,0030-4018,Multiple image encryption using an aperture-modulated optical system,,,GOF: Grupo Óptica y Fotónica,10.1016/j.optcom.2005.11.055,,,Barrera Ramírez John Fredy; Henao Henao Rodrigo,A1,"1,552",,5.0,Barrera Ramírez John Fredy,2006,Internacional,"Barrera, John Fredy; Henao, Rodrigo; Tebaldi, Myrian; Torroba, Roberto; Bolognini, Néstor; ",Multiple image encryption using an aperture-modulated optical system,261,29.0,Optics Communications,GOF: Grupo Óptica y Fotónica,A1,"1,552",Experimental,56,multipleimageencryptionusinganaperturemodulatedopticalsystem,John Fredy Barrera Ramirez
2006,Internacional,"Barrera, John Fredy; Henao, Rodrigo; Tebaldi, Myrian; Torroba, Roberto; Bolognini, Nestor; ",Optics Communications,260,109.0,0030-4018,Multiplexing encrypted data by using polarized light,,,GOF: Grupo Óptica y Fotónica,10.1016/j.optcom.2005.10.053,,,Barrera Ramírez John Fredy; Henao Henao Rodrigo,A1,"1,552",,4.0,Barrera Ramírez John Fredy,2006,Internacional,"Barrera, John Fredy; Henao, Rodrigo; Tebaldi, Myrian; Torroba, Roberto; Bolognini, Nestor; ",Multiplexing encrypted data by using polarized light,260,109.0,Optics Communications,GOF: Grupo Óptica y Fotónica,A1,"1,552",Experimental,80,multiplexingencrypteddatabyusingpolarizedlight,John Fredy Barrera Ramirez
2006,Internacional,"Barrera, John Fredy; Henao, Rodrigo; Tebaldi, Myrian; Torroba, Roberto; Bolognini, Néstor; ",Optics Communications,259,532.0,0030-4018,Multiplexing encryption–decryption via lateral shifting of a random phase mask,,,GOF: Grupo Óptica y Fotónica,10.1016/j.optcom.2005.09.027,,,Barrera Ramírez John Fredy; Henao Henao Rodrigo,A1,"1,552",,5.0,Barrera Ramírez John Fredy,2006,Internacional,"Barrera, John Fredy; Henao, Rodrigo; Tebaldi, Myrian; Torroba, Roberto; Bolognini, Néstor; ",Multiplexing encryption–decryption via lateral shifting of a random phase mask,259,532.0,Optics Communications,GOF: Grupo Óptica y Fotónica,A1,"1,552",Experimental,71,multiplexingencryptiondecryptionvialateralshiftingofarandomphasemask,John Fredy Barrera Ramirez
2007,Internacional,"Barrera, John Fredy; Henao, Rodrigo; Tebaldi, Myrian; Torroba, Roberto; Bolognini, Néstor; ",Optics Communications,276,231.0,0030-4018,Multiple-encoding retrieval for optical security,,,GOF: Grupo Óptica y Fotónica,10.1016/j.optcom.2007.04.040,,,Barrera Ramírez John Fredy; Henao Henao Rodrigo,A1,"1,552",,6.0,Barrera Ramírez John Fredy,2007,Internacional,"Barrera, John Fredy; Henao, Rodrigo; Tebaldi, Myrian; Torroba, Roberto; Bolognini, Néstor; ",Multiple-encoding retrieval for optical security,276,231.0,Optics Communications,GOF: Grupo Óptica y Fotónica,A1,"1,552",Experimental,24,multipleencodingretrievalforopticalsecurity,John Fredy Barrera Ramirez
2003,Internacional,"Arizaga, Ricardo; Henao, Rodrigo; Torroba, Roberto; ",Optics Communications,221,43.0,0030-4018,Fully digital encryption technique,,,GOF: Grupo Óptica y Fotónica,10.1016/S0030-4018(03)01462-7,,,Henao Henao Rodrigo,A1,"1,552",,5.0,Henao Henao Rodrigo,2003,Internacional,"Arizaga, Ricardo; Henao, Rodrigo; Torroba, Roberto; ",Fully digital encryption technique,221,43.0,Optics Communications,GOF: Grupo Óptica y Fotónica,A1,"1,552",Experimental,27,fullydigitalencryptiontechnique,Desconocido
2008,Internacional,"Barrera, John Fredy; Henao, Rodrigo; Tebaldi, Myrian; Torroba, Roberto; Bolognini, Néstor; ",Optik,119,139.0,0030-4026,Code retrieval via undercover multiplexing,,,GOF: Grupo Óptica y Fotónica,10.1016/j.ijleo.2006.07.008,,,Barrera Ramírez John Fredy; Henao Henao Rodrigo,A2,"0,507",,4.0,Barrera Ramírez John Fredy,2008,Internacional,"Barrera, John Fredy; Henao, Rodrigo; Tebaldi, Myrian; Torroba, Roberto; Bolognini, Néstor; ",Code retrieval via undercover multiplexing,119,139.0,Optik,GOF: Grupo Óptica y Fotónica,A2,"0,507",Experimental,14,coderetrievalviaundercovermultiplexing,Desconocido
1999,Internacional,"Angel, Luciano; Tebaldi, Myrian; Henao, Rodrigo; ",Optics Communications,164,247.0,0030-4018,Phase stepping in Lau interferometry,,,GOF: Grupo Óptica y Fotónica,10.1016/S0030-4018(99)00172-8,,,Henao Henao Rodrigo,A1,"1,552",,9.0,Henao Henao Rodrigo,1999,Internacional,"Angel, Luciano; Tebaldi, Myrian; Henao, Rodrigo; ",Phase stepping in Lau interferometry,164,247.0,Optics Communications,GOF: Grupo Óptica y Fotónica,A1,"1,552",Experimental,17,phasesteppinginlauinterferometry,Desconocido
2005,Internacional,"Barrera, John Fredy; Henao, Rodrigo; Torroba, Roberto; ",Optics Communications,248,35.0,0030-4018,Optical encryption method using toroidal zone plates,,,GOF: Grupo Óptica y Fotónica,10.1016/j.optcom.2004.11.086,,,Barrera Ramírez John Fredy; Henao Henao Rodrigo,A1,"1,552",,6.0,Barrera Ramírez John Fredy,2005,Internacional,"Barrera, John Fredy; Henao, Rodrigo; Torroba, Roberto; ",Optical encryption method using toroidal zone plates,248,35.0,Optics Communications,GOF: Grupo Óptica y Fotónica,A1,"1,552",Experimental,18,opticalencryptionmethodusingtoroidalzoneplates,John Fredy Barrera Ramirez
2009,Internacional,"Rueda, Edgar; Barrera, John Fredy; Henao, Rodrigo; Torroba, Roberto; ",Optical Engineering,48,27006.0,0091-3286,Lateral shift multiplexing with a modified random mask in a joint transform correlator encrypting architecture,,,GOF: Grupo Óptica y Fotónica,10.1117/1.3080753,,,Rueda Muñoz Edgar Alberto; Barrera Ramírez John Fredy; Henao Henao Rodrigo,A1,"0,722",,-2700626999.0,Rueda Muñoz Edgar Alberto,2009,Internacional,"Rueda, Edgar; Barrera, John Fredy; Henao, Rodrigo; Torroba, Roberto; ",Lateral shift multiplexing with a modified random mask in a joint transform correlator encrypting architecture,48,27006.0,Optical Engineering,GOF: Grupo Óptica y Fotónica,A1,"0,722",Experimental,17,lateralshiftmultiplexingwithamodifiedrandommaskinajointtransformcorrelatorencryptingarchitecture,Edgar Alberto Rueda Muñoz
1999,Internacional,"Carletti, Claudia; Torroba, Roberto; Henao, Rodrigo; ",Optics Communications,160,195.0,0030-4018,Measuring velocity of speckle fields with digital speckle pattern interferometry,,,GOF: Grupo Óptica y Fotónica,10.1016/S0030-4018(98)00651-8,,,Henao Henao Rodrigo,A1,"1,552",,6.0,Henao Henao Rodrigo,1999,Internacional,"Carletti, Claudia; Torroba, Roberto; Henao, Rodrigo; ",Measuring velocity of speckle fields with digital speckle pattern interferometry,160,195.0,Optics Communications,GOF: Grupo Óptica y Fotónica,A1,"1,552",Experimental,10,measuringvelocityofspecklefieldswithdigitalspecklepatterninterferometry,Desconocido
1993,Internacional,"Henao, Rodrigo; Medina, Fernando; Rabal, Héctor J; Trivi, Marcelo; ",Applied =ptics,32,726.0,0000-0000,Three-dimensional speckle measurements with a diffraction grating,,,GOF: Grupo Óptica y Fotónica,10.1364/AO.32.000726,,,Henao Henao Rodrigo,00,"-1,0",,4.0,Henao Henao Rodrigo,1993,Internacional,"Henao, Rodrigo; Medina, Fernando; Rabal, Héctor J; Trivi, Marcelo; ",Three-dimensional speckle measurements with a diffraction grating,32,726.0,Applied =ptics,GOF: Grupo Óptica y Fotónica,00,"-1,0",Experimental,11,threedimensionalspecklemeasurementswithadiffractiongrating,Rodrigo de Jesus Henao Henao
1999,Internacional,"Henao, R; Tagliaferri, A; Torroba, R; ",Optik,110,199.0,0030-4026,A contouring approach using single grating digital shadow moiré with a phase stepping technique,,,GOF: Grupo Óptica y Fotónica,Not DOI,,,Henao Henao Rodrigo,A2,"0,507",,3.0,Henao Henao Rodrigo,1999,Internacional,"Henao, R; Tagliaferri, A; Torroba, R; ",A contouring approach using single grating digital shadow moiré with a phase stepping technique,110,199.0,Optik,GOF: Grupo Óptica y Fotónica,A2,"0,507",Experimental,8,acontouringapproachusingsinglegratingdigitalshadowmoirwithaphasesteppingtechnique,Desconocido
2004,Internacional,"Kolodziejczyk, Andrzej; Jaroszewicz, Zbigniew; Henao, Rodrigo; Quintero, Orlando; ",Journal of Optics,6,651.0,1464-4258,The Talbot array illuminator: imaging properties and a new interpretation,,,GOF: Grupo Óptica y Fotónica,10.1088/1464-4258/6/6/022,,,Henao Henao Rodrigo,A1,"-1,0",,-1.0,Henao Henao Rodrigo,2004,Internacional,"Kolodziejczyk, Andrzej; Jaroszewicz, Zbigniew; Henao, Rodrigo; Quintero, Orlando; ",The Talbot array illuminator: imaging properties and a new interpretation,6,651.0,Journal of Optics,GOF: Grupo Óptica y Fotónica,A1,"-1,0",Experimental,7,thetalbotarrayilluminatorimagingpropertiesandanewinterpretation,Desconocido
2009,Internacional,"Rueda, Edgar; Barrera, John F; Henao, Rodrigo; Torroba, Roberto; ",Optics Communications,282,3243.0,0030-4018,Optical encryption with a reference wave in a joint transform correlator architecture,,,GOF: Grupo Óptica y Fotónica,10.1016/j.optcom.2009.05.022,,,Rueda Muñoz Edgar Alberto; Barrera Ramírez John Fredy; Henao Henao Rodrigo,A1,"1,552",,7.0,Rueda Muñoz Edgar Alberto,2009,Internacional,"Rueda, Edgar; Barrera, John F; Henao, Rodrigo; Torroba, Roberto; ",Optical encryption with a reference wave in a joint transform correlator architecture,282,3243.0,Optics Communications,GOF: Grupo Óptica y Fotónica,A1,"1,552",Experimental,31,opticalencryptionwithareferencewaveinajointtransformcorrelatorarchitecture,Edgar Alberto Rueda Muñoz
1996,Internacional,"Torroba, Roberto; Henao, Rodrigo; Carletti, Claudia; ",Optics Letters,21,1918.0,0146-9592,Digital polarization-encoding technique for optical logic operations,,,GOF: Grupo Óptica y Fotónica,10.1364/OL.21.001918,,,Henao Henao Rodrigo,A1,"3,772",,3.0,Henao Henao Rodrigo,1996,Internacional,"Torroba, Roberto; Henao, Rodrigo; Carletti, Claudia; ",Digital polarization-encoding technique for optical logic operations,21,1918.0,Optics Letters,GOF: Grupo Óptica y Fotónica,A1,"3,772",Experimental,8,digitalpolarizationencodingtechniqueforopticallogicoperations,Desconocido
